0	1	2	3	4
0.155178199195458	0.0161277218770134	0.127789209098495	0.179158483680234	0.214359638833413
0.00123263194399922	0.00000638697269748363	0.00182537995751668	0.0026772405640726	0.00000288486827213289
0.000126876212996594	0.000000332667997338656	0.00000181721497229354	0.0000299063101652687	0.000000588096918372148
0.0116502359336447	0.00578848082914586	0.0072732246137326	0.000204162413357147	0.00000187239920066336
0.00620677895029343	0.00431627904364179	0.0701209608889705	0.0403210784081604	0.00000502957841552801
0.0660474697859564	0.234060714059605	0.155637244061996	0.107455521140189	0.196940004237545
0.0953130686627389	0.000304528275766592	0.00958874705077426	0.0837273630341162	0.000212260032483972
0.050260014175027	0.0000145349831455742	0.0000396207433951859	0.00463519549330057	0.00000594468810188022
0.016926937120525	0.0000676958919794528	0.132400291885986	0.190900661751747	0.00000302930497620835
0.0376324447548416	0.00917599836211104	0.000816868467524486	0.0054653671891657	0.00000484559191417966
0.00428984049658707	0.00000146967563697463	0.00000117397977031531	0.0000051529417449188	0.00000130207326815949
0.171534537481686	0.241973704166245	0.135019177364811	0.0746006611476881	0.197273022809559
0.00184855179116892	0.0000016831801969143	0.0000732436918241273	0.00418208562173392	0
0.000139137250503581	0	0.00000302090643821749	0.00000282440921975963	0
0.161902203955086	0.23915036213957	0.109969499090136	0.0467772496332863	0.195932178159743
0.00195823932217272	0.00000268034313307697	0.00396665897689957	0.0111976184049923	0
0.000603740341319857	0.00000175507523509455	0.0000408373962093044	0.00213402235945801	0.000000599808061420345
0.000136952499334674	0.000000360078936058311	0.00000398192286015484	0.00000637603097337163	0
0.00658438739977363	0.000477221393764113	0.0224450351159089	0.0103049080857162	0.0000058384010339512
0.00821338840860964	0.00346643690946245	0.0229011135264138	0.0222301257594382	0.00000410338019022032
0.00855522036626503	0.000892151745999907	0.016005993015559	0.0327815725569043	0.00000514360184951579
0.00759473975069639	0.000041272077302801	0.0152990811141927	0.0438059236450509	0.00000190068369720056
0.0139489021766797	0.00000572833784129256	0.0175168615775315	0.0419518515947178	0.00000287297697218456
0.031293267911627	0.0245992554530327	0.0449148340291596	0.0469360742863804	0.017307883174687
0.015134885727232	0.0230407148604745	0.0153596172860563	0.0100450146801027	0.0175939105764054
0.045951274155158	0.0651937975115313	0.0413477028631511	0.0295426295000055	0.0541621382566223
0.0329263356289086	0.0458333831830105	0.027742177583354	0.00880232824688572	0.0355766051407195
0.0468097386017107	0.0854553509055241	0.0218966265763604	0.000118601111193581	0.070596403325951
